V: 0.0000, I: 0.000450, P: 0.00000000
V: 0.1256, I: 0.000498, P: 0.00006255
V: 0.2507, I: 0.000544, P: 0.00013640
V: 0.3748, I: 0.000588, P: 0.00022039
V: 0.4974, I: 0.000630, P: 0.00031320
V: 0.6180, I: 0.000669, P: 0.00041336
V: 0.7362, I: 0.000705, P: 0.00051929
V: 0.8516, I: 0.000739, P: 0.00062933
V: 0.9635, I: 0.000770, P: 0.00074173
V: 1.0717, I: 0.000798, P: 0.00085473
V: 1.1756, I: 0.000822, P: 0.00096654
V: 1.2748, I: 0.000844, P: 0.00107540
V: 1.3691, I: 0.000862, P: 0.00117959
V: 1.4579, I: 0.000876, P: 0.00127748
V: 1.5410, I: 0.000887, P: 0.00136750
V: 1.6180, I: 0.000895, P: 0.00144825
V: 1.6887, I: 0.000899, P: 0.00151846
V: 1.7526, I: 0.000900, P: 0.00157701
V: 1.8097, I: 0.000897, P: 0.00162298
V: 1.8596, I: 0.000890, P: 0.00165564
V: 1.9021, I: 0.000880, P: 0.00167449
V: 1.9372, I: 0.000867, P: 0.00167923
V: 1.9646, I: 0.000850, P: 0.00166977
V: 1.9842, I: 0.000830, P: 0.00164627
V: 1.9961, I: 0.000806, P: 0.00160910
V: 2.0000, I: 0.000779, P: 0.00155885
V: 1.9961, I: 0.000750, P: 0.00149630
V: 1.9842, I: 0.000717, P: 0.00142245
V: 1.9646, I: 0.000681, P: 0.00133846
V: 1.9372, I: 0.000643, P: 0.00124565
V: 1.9021, I: 0.000602, P: 0.00114549
V: 1.8596, I: 0.000559, P: 0.00103955
V: 1.8097, I: 0.000514, P: 0.00092951
V: 1.7526, I: 0.000466, P: 0.00081711
V: 1.6887, I: 0.000417, P: 0.00070411
V: 1.6180, I: 0.000366, P: 0.00059230
V: 1.5410, I: 0.000314, P: 0.00048344
V: 1.4579, I: 0.000260, P: 0.00037925
V: 1.3691, I: 0.000206, P: 0.00028137
V: 1.2748, I: 0.000150, P: 0.00019134
V: 1.1756, I: 0.000094, P: 0.00011059
V: 1.0717, I: 0.000038, P: 0.00004039
V: 0.9635, I: -0.000019, P: -0.00001816
V: 0.8516, I: -0.000075, P: -0.00006413
V: 0.7362, I: -0.000131, P: -0.00009680
V: 0.6180, I: -0.000187, P: -0.00011565
V: 0.4974, I: -0.000242, P: -0.00012038
V: 0.3748, I: -0.000296, P: -0.00011092
V: 0.2507, I: -0.000349, P: -0.00008742
V: 0.1256, I: -0.000400, P: -0.00005025
V: 0.0000, I: -0.000450, P: -0.00000000
V: -0.1256, I: -0.000498, P: 0.00006255
V: -0.2507, I: -0.000544, P: 0.00013640
V: -0.3748, I: -0.000588, P: 0.00022039
V: -0.4974, I: -0.000630, P: 0.00031320
V: -0.6180, I: -0.000669, P: 0.00041336
V: -0.7362, I: -0.000705, P: 0.00051929
V: -0.8516, I: -0.000739, P: 0.00062933
V: -0.9635, I: -0.000770, P: 0.00074173
V: -1.0717, I: -0.000798, P: 0.00085473
V: -1.1756, I: -0.000822, P: 0.00096654
V: -1.2748, I: -0.000844, P: 0.00107540
V: -1.3691, I: -0.000862, P: 0.00117959
V: -1.4579, I: -0.000876, P: 0.00127748
V: -1.5410, I: -0.000887, P: 0.00136750
V: -1.6180, I: -0.000895, P: 0.00144825
V: -1.6887, I: -0.000899, P: 0.00151846
V: -1.7526, I: -0.000900, P: 0.00157701
V: -1.8097, I: -0.000897, P: 0.00162298
V: -1.8596, I: -0.000890, P: 0.00165564
V: -1.9021, I: -0.000880, P: 0.00167449
V: -1.9372, I: -0.000867, P: 0.00167923
V: -1.9646, I: -0.000850, P: 0.00166977
V: -1.9842, I: -0.000830, P: 0.00164627
V: -1.9961, I: -0.000806, P: 0.00160910
V: -2.0000, I: -0.000779, P: 0.00155885
V: -1.9961, I: -0.000750, P: 0.00149630
V: -1.9842, I: -0.000717, P: 0.00142245
V: -1.9646, I: -0.000681, P: 0.00133846
V: -1.9372, I: -0.000643, P: 0.00124565
V: -1.9021, I: -0.000602, P: 0.00114549
V: -1.8596, I: -0.000559, P: 0.00103955
V: -1.8097, I: -0.000514, P: 0.00092951
V: -1.7526, I: -0.000466, P: 0.00081711
V: -1.6887, I: -0.000417, P: 0.00070411
V: -1.6180, I: -0.000366, P: 0.00059230
V: -1.5410, I: -0.000314, P: 0.00048344
V: -1.4579, I: -0.000260, P: 0.00037925
V: -1.3691, I: -0.000206, P: 0.00028137
V: -1.2748, I: -0.000150, P: 0.00019134
V: -1.1756, I: -0.000094, P: 0.00011059
V: -1.0717, I: -0.000038, P: 0.00004039
V: -0.9635, I: 0.000019, P: -0.00001816
V: -0.8516, I: 0.000075, P: -0.00006413
V: -0.7362, I: 0.000131, P: -0.00009680
V: -0.6180, I: 0.000187, P: -0.00011565
V: -0.4974, I: 0.000242, P: -0.00012038
V: -0.3748, I: 0.000296, P: -0.00011092
V: -0.2507, I: 0.000349, P: -0.00008742
V: -0.1256, I: 0.000400, P: -0.00005025
V: -0.0000, I: 0.000450, P: -0.00000000
V: 0.1256, I: 0.000498, P: 0.00006255
V: 0.2507, I: 0.000544, P: 0.00013640
V: 0.3748, I: 0.000588, P: 0.00022039
V: 0.4974, I: 0.000630, P: 0.00031320
V: 0.6180, I: 0.000669, P: 0.00041336
V: 0.7362, I: 0.000705, P: 0.00051929
V: 0.8516, I: 0.000739, P: 0.00062933
V: 0.9635, I: 0.000770, P: 0.00074173
V: 1.0717, I: 0.000798, P: 0.00085473
V: 1.1756, I: 0.000822, P: 0.00096654
V: 1.2748, I: 0.000844, P: 0.00107540
V: 1.3691, I: 0.000862, P: 0.00117959
V: 1.4579, I: 0.000876, P: 0.00127748
V: 1.5410, I: 0.000887, P: 0.00136750
V: 1.6180, I: 0.000895, P: 0.00144825
V: 1.6887, I: 0.000899, P: 0.00151846
V: 1.7526, I: 0.000900, P: 0.00157701
V: 1.8097, I: 0.000897, P: 0.00162298
V: 1.8596, I: 0.000890, P: 0.00165564
V: 1.9021, I: 0.000880, P: 0.00167449
V: 1.9372, I: 0.000867, P: 0.00167923
V: 1.9646, I: 0.000850, P: 0.00166977
V: 1.9842, I: 0.000830, P: 0.00164627
V: 1.9961, I: 0.000806, P: 0.00160910
V: 2.0000, I: 0.000779, P: 0.00155885
V: 1.9961, I: 0.000750, P: 0.00149630
V: 1.9842, I: 0.000717, P: 0.00142245
V: 1.9646, I: 0.000681, P: 0.00133846
V: 1.9372, I: 0.000643, P: 0.00124565
V: 1.9021, I: 0.000602, P: 0.00114549
V: 1.8596, I: 0.000559, P: 0.00103955
V: 1.8097, I: 0.000514, P: 0.00092951
V: 1.7526, I: 0.000466, P: 0.00081711
V: 1.6887, I: 0.000417, P: 0.00070411
V: 1.6180, I: 0.000366, P: 0.00059230
V: 1.5410, I: 0.000314, P: 0.00048344
V: 1.4579, I: 0.000260, P: 0.00037925
V: 1.3691, I: 0.000206, P: 0.00028137
V: 1.2748, I: 0.000150, P: 0.00019134
V: 1.1756, I: 0.000094, P: 0.00011059
V: 1.0717, I: 0.000038, P: 0.00004039
V: 0.9635, I: -0.000019, P: -0.00001816
V: 0.8516, I: -0.000075, P: -0.00006413
V: 0.7362, I: -0.000131, P: -0.00009680
V: 0.6180, I: -0.000187, P: -0.00011565
V: 0.4974, I: -0.000242, P: -0.00012038
V: 0.3748, I: -0.000296, P: -0.00011092
V: 0.2507, I: -0.000349, P: -0.00008742
V: 0.1256, I: -0.000400, P: -0.00005025
V: 0.0000, I: -0.000450, P: -0.00000000
V: -0.1256, I: -0.000498, P: 0.00006255
V: -0.2507, I: -0.000544, P: 0.00013640
V: -0.3748, I: -0.000588, P: 0.00022039
V: -0.4974, I: -0.000630, P: 0.00031320
V: -0.6180, I: -0.000669, P: 0.00041336
V: -0.7362, I: -0.000705, P: 0.00051929
V: -0.8516, I: -0.000739, P: 0.00062933
V: -0.9635, I: -0.000770, P: 0.00074173
V: -1.0717, I: -0.000798, P: 0.00085473
V: -1.1756, I: -0.000822, P: 0.00096654
V: -1.2748, I: -0.000844, P: 0.00107540
V: -1.3691, I: -0.000862, P: 0.00117959
V: -1.4579, I: -0.000876, P: 0.00127748
V: -1.5410, I: -0.000887, P: 0.00136750
V: -1.6180, I: -0.000895, P: 0.00144825
V: -1.6887, I: -0.000899, P: 0.00151846
V: -1.7526, I: -0.000900, P: 0.00157701
V: -1.8097, I: -0.000897, P: 0.00162298
V: -1.8596, I: -0.000890, P: 0.00165564
